frase,glosa_predicha,glosa_real,eq?,accuracy-score
gehña xo k'ι rι ntsoyι ya xo 'á daphähyι'wi,"[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [[""'á"", 'stem'], 'obl'], [['da', '3.pot'], ['phä', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ntsoyι', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [[""'á"", 'stem'], 'obl'], [['da', '3.pot'], ['phä', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
despwés este ay 'ó gotsμihyι'wi karnál,"[[['despwés', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['ay', 'stem'], 'cnj'], [[""'ó"", 'stem'], 'obl'], [['go', '1.pot'], ['tsμi', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['karnál', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['este', 'stem'], 'obl'], [['ay', 'stem'], 'cnj'], [[""'ó"", 'stem'], 'obl'], [['go', '1.pot'], ['tsμi', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['karnál', 'stem'], 'obl']]",True,1.0
no pahpá yo te quiero es irme contigo binimbíyι'wi,"[[['no', 'stem'], 'obl'], [['pahpá', 'stem'], 'obl'], [['yo', 'stem'], 'cnj'], [['te', 'stem'], 'obl'], [['quiero', 'stem'], 'v'], [['es', 'stem'], 'obl'], [['irme', 'stem'], 'obl'], [['contigo', 'stem'], 'obl'], [['bi', '3.cpl'], ['nimbí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['no', 'stem'], 'obl'], [['pahpá', 'stem'], 'obl'], [['yo', 'stem'], 'cnj'], [['te', 'stem'], 'obl'], [['quiero', 'stem'], 'v'], [['es', 'stem'], 'obl'], [['irme', 'stem'], 'obl'], [['contigo', 'stem'], 'obl'], [['bi', '3.cpl'], ['nimbí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
asta ndímátsí yι ndμxo ñáthó hín dímátsó,"[[['asta', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl'], [['ñá', 'stem'], ['thó', 'ila'], 'unkwn'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['tsó', 'stem'], 'v']]","[[['asta', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl'], [['ñá', 'stem'], ['thó', 'ila'], 'unkwn'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['tsó', 'stem'], 'v']]",True,1.0
gophμkeyι'wi pe miñáthó k'ι rι dethá,"[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1.0
nι rι tá nι rι nμhμ kon k'ι rι tá k'ι rι béhñι aregláthóhí,"[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]","[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]",True,1.0
pe bμ hínι xo hin danéyι' xo dantúthóhóhíyι'wi,"[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
pewi xo dané dadeñι k'ι rι nμhμ xo damáwi,"[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]",True,1.0
este nuyι k'ι yι tsμhníyι' xo bintúthóyι'wik'ι,"[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1.0
gehña xo dichixiι' k'ι rι nμhμ kon k'ι rι béhñιwi,"[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
pe komo ndrιmádáhní gopí ná hwadá rι dethá,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1.0
nu mä'idá hi miniña xo da'μngíyι'wi,"[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
ko ná rι tsipeso zεditúthó mbrιngμt'í,"[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]","[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]",True,1.0
asta drιmáthó komo siemprethó drιmáthó,"[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]","[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]",True,1.0
desde ndrιléngu dósuphré asta drιmáthóhó,"[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]","[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]",True,1.0
ná rι khμní yι ga dosientos sinkwenta nts'εhki,"[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμní', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['ga', '3.pls'], 'v'], [['dosientos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl'], [[""nts'εhki"", 'stem'], 'obl']]","[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμní', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['ga', '3.pls'], 'v'], [['dosientos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl'], [[""nts'εhki"", 'stem'], 'obl']]",True,1.0
tó'μté ná rι siyón 'á fuente ngé rι báusterio fuente ngé rι atrio,"[[['tó', '1.prf'], [""'μté"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['siyón', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['báusterio', 'stem'], 'bautisterio'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['atrio', 'stem'], 'obl']]","[[['tó', '1.prf'], [""'μté"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['siyón', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['báusterio', 'stem'], 'bautisterio'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['atrio', 'stem'], 'obl']]",True,1.0
este gogwádihé gothót'ihé chichi regular,"[[['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], 'v'], [['chi', 'dim'], ['chi', 'dim'], 'unkwn'], [['regular', 'stem'], 'adj']]","[[['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], 'v'], [['chi', 'dim'], ['chi', 'dim'], 'unkwn'], [['regular', 'stem'], 'adj']]",True,1.0
o sea ke bμ dabadi damanehá ná rι bohkí ko rι mártíyó xo dasiertá,"[[['o', 'stem'], 'conj.adv'], [['sea', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['da', '3.pot'], ['badi', 'stem'], 'v'], [['da', '3.pot'], ['manehá', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['bohkí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['mártíyó', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['siertá', 'stem'], 'v']]","[[['o', 'stem'], 'conj.adv'], [['sea', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['da', '3.pot'], ['badi', 'stem'], 'v'], [['da', '3.pot'], ['manehá', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['bohkí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['mártíyó', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['siertá', 'stem'], 'v']]",True,1.0
xo primero ná rι máda damμdi dadót'i o sea daparehá,"[[['xo', 'stem'], 'cnj'], [['primero', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['máda', 'stem'], 'obl'], [['da', '3.pot'], ['mμdi', 'stem'], 'v'], [['da', '3.pot'], [""dót'i"", 'stem'], 'v'], [['o', 'stem'], 'conj.adv'], [['sea', 'stem'], 'obl'], [['da', '3.pot'], ['parehá', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['primero', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['máda', 'stem'], 'obl'], [['da', '3.pot'], ['mμdi', 'stem'], 'v'], [['da', '3.pot'], [""dót'i"", 'stem'], 'v'], [['o', 'stem'], 'conj.adv'], [['sea', 'stem'], 'obl'], [['da', '3.pot'], ['parehá', 'stem'], 'v']]",True,1.0
tonse daxímiyι'wi ko rι ponsón igwal,"[[['tonse', 'stem'], 'obl'], [['da', '3.pot'], ['xími', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ponsón', 'stem'], 'obl'], [['igwal', 'stem'], 'obl']]","[[['tonse', 'stem'], 'obl'], [['da', '3.pot'], ['xími', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ponsón', 'stem'], 'obl'], [['igwal', 'stem'], 'obl']]",True,1.0
entonses gehña genk'ι díxμhé mähank'ιyι'wik'ι,"[[['entonses', 'stem'], 'obl'], [['gehña', 'stem'], 'cnj'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['dí', '1.icp'], ['xμ', 'stem'], ['hé', 'pl.exc'], 'v'], [[""mähank'ι"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'unkwn']]","[[['entonses', 'stem'], 'obl'], [['gehña', 'stem'], 'cnj'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['dí', '1.icp'], ['xμ', 'stem'], ['hé', 'pl.exc'], 'v'], [[""mähank'ι"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'unkwn']]",True,1.0
pe komo ngú yι tsibähtsí ya k'ι siertá yι 'yε,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['bähtsí', 'stem'], 'unkwn'], [['ya', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['siertá', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [[""'yε"", 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['bähtsí', 'stem'], 'unkwn'], [['ya', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['siertá', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [[""'yε"", 'stem'], 'obl']]",True,1.0
rι tsitrabahoso níhí porke puede ke dadúhkíbi yι wá,"[[['rι', 'det'], 'det'], [['tsi', 'dim'], ['trabahoso', 'stem'], 'unkwn'], [['níhí', 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['puede', 'stem'], 'v'], [['ke', 'stem'], 'obl'], [['da', '3.pot'], ['dúhkí', 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['wá', 'stem'], 'obl']]","[[['rι', 'det'], 'det'], [['tsi', 'dim'], ['trabahoso', 'stem'], 'unkwn'], [['níhí', 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['puede', 'stem'], 'v'], [['ke', 'stem'], 'obl'], [['da', '3.pot'], ['dúhkí', 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['wá', 'stem'], 'obl']]",True,1.0
xo dagohyι'wi dagohyι' kwadrado nι rι 'yε,"[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['go', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['da', '3.pot'], ['go', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], 'v'], [['kwadrado', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'yε"", 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['go', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['da', '3.pot'], ['go', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], 'v'], [['kwadrado', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'yε"", 'stem'], 'obl']]",True,1.0
dótúthó xo dópuede ke dóthuhki tsitsi menorá k'ι rι peso,"[[['dó', '1.cpl'], ['tú', 'stem'], ['thó', 'ila'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['puede', 'stem'], 'v'], [['ke', 'stem'], 'obl'], [['dó', '1.cpl'], ['thuhki', 'stem'], 'v'], [['tsi', 'dim'], ['tsi', 'dim'], 'unkwn'], [['menorá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['peso', 'stem'], 'obl']]","[[['dó', '1.cpl'], ['tú', 'stem'], ['thó', 'ila'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['puede', 'stem'], 'v'], [['ke', 'stem'], 'obl'], [['dó', '1.cpl'], ['thuhki', 'stem'], 'v'], [['tsi', 'dim'], ['tsi', 'dim'], 'unkwn'], [['menorá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['peso', 'stem'], 'obl']]",True,1.0
híngi puede dahiot'í demás rι tsibúro,"[[['híngi', 'stem'], 'neg'], [['puede', 'stem'], 'v'], [['da', '3.pot'], [""hiot'í"", 'stem'], 'v'], [['demás', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['búro', 'stem'], 'unkwn']]","[[['híngi', 'stem'], 'neg'], [['puede', 'stem'], 'v'], [['da', '3.pot'], [""hiot'í"", 'stem'], 'v'], [['demás', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['búro', 'stem'], 'unkwn']]",True,1.0
komo díkwátíthó k'ι mägoxthí hín dítμté dazμhμ dadμt'í rι goxthí,"[[['komo', 'stem'], 'obl'], [['dí', '1.icp'], ['kwátí', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['goxthí', 'stem'], 'n'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['tμté', 'stem'], 'v'], [['da', '3.pot'], ['zμhμ', 'stem'], 'v'], [['da', '3.pot'], [""dμt'í"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['goxthí', 'stem'], 'obl']]","[[['komo', 'stem'], 'obl'], [['dí', '1.icp'], ['kwátí', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['goxthí', 'stem'], 'n'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['tμté', 'stem'], 'v'], [['da', '3.pot'], ['zμhμ', 'stem'], 'v'], [['da', '3.pot'], [""dμt'í"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['goxthí', 'stem'], 'obl']]",True,1.0
o datsμgí dadμt'í así es ke xo nkhák'ú,"[[['o', 'stem'], 'conj.adv'], [['da', '3.pot'], ['tsμ', 'stem'], ['gí', '1.obj'], 'v'], [['da', '3.pot'], [""dμt'í"", 'stem'], 'v'], [['así', 'stem'], 'obl'], [['es', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['o', 'stem'], 'conj.adv'], [['da', '3.pot'], ['tsμ', 'stem'], ['gí', '1.obj'], 'v'], [['da', '3.pot'], [""dμt'í"", 'stem'], 'v'], [['así', 'stem'], 'obl'], [['es', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",True,1.0
gehña xo bimá rι mokhá bimámáhtiyι'winι,"[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], 'v'], [['rι', 'det'], 'det'], [['mokhá', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'ctrf'], ['máhti', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], ['nι', 'dem'], 'v']]","[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], 'v'], [['rι', 'det'], 'det'], [['mokhá', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'ctrf'], ['máhti', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], ['nι', 'dem'], 'v']]",True,1.0
rι ndomingoyι'nι damápresentáyι'nι,"[[['rι', 'det'], 'det'], [['ndomingo', 'stem'], [""yι'"", 'lim'], ['nι', 'dem'], 'unkwn'], [['da', '3.pot'], ['má', 'ctrf'], ['presentá', 'stem'], [""yι'"", 'lim'], ['nι', 'dem'], 'v']]","[[['rι', 'det'], 'det'], [['ndomingo', 'stem'], [""yι'"", 'lim'], ['nι', 'dem'], 'unkwn'], [['da', '3.pot'], ['má', 'ctrf'], ['presentá', 'stem'], [""yι'"", 'lim'], ['nι', 'dem'], 'v']]",True,1.0
o ndímáphódihé yι phání o xo yι ndäni,"[[['o', 'stem'], 'conj.adv'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['phódi', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [['xo', 'stem'], 'cnj'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], 'obl']]","[[['o', 'stem'], 'conj.adv'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['phódi', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [['xo', 'stem'], 'cnj'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], 'obl']]",True,1.0
pitótónyι' yι tsibeserrayι' porke me gusta,"[[['pi', 'it'], ['tó', '1.prf'], ['tón', 'stem'], [""yι'"", 'lim'], 'v'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['beserra', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['porke', 'stem'], 'cnj'], [['me', 'stem'], 'obl'], [['gusta', 'stem'], 'v']]","[[['pi', 'it'], ['tó', '1.prf'], ['tón', 'stem'], [""yι'"", 'lim'], 'v'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['beserra', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['porke', 'stem'], 'cnj'], [['me', 'stem'], 'obl'], [['gusta', 'stem'], 'v']]",True,1.0
