frase,glosa_predicha,glosa_real,eq?,accuracy-score
'e nugóhégwá yι nι 'á san andrés ya bimμi rι tsisiémbrá,"[[[""'e"", 'stem'], 'obl'], [['nugó', 'stem'], ['hé', 'pl.exc'], ['gwá', 'stem'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['nι', 'stem'], 'dem'], [[""'á"", 'stem'], 'p.loc'], [['san', 'stem'], 'san'], [['andrés', 'stem'], 'andrés'], [['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], ['mμi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['siémbrá', 'stem'], 'unkwn']]","[[[""'e"", 'stem'], 'obl'], [['nugó', 'stem'], ['hé', 'pl.exc'], ['gwá', 'stem'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['nι', 'stem'], 'dem'], [[""'á"", 'stem'], 'p.loc'], [['san', 'stem'], 'san'], [['andrés', 'stem'], 'andrés'], [['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], ['mμi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['siémbrá', 'stem'], 'unkwn']]",True,1.0
léhchéró xo díhánt'íhé xo bibot'í ko rι tsiñúndá,"[[['léhchéró', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], [""hánt'í"", 'stem'], ['hé', 'pl.exc'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""bot'í"", 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['ñúndá', 'stem'], 'unkwn']]","[[['léhchéró', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], [""hánt'í"", 'stem'], ['hé', 'pl.exc'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""bot'í"", 'stem'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['ñúndá', 'stem'], 'unkwn']]",True,1.0
ntso burrachín ithengithógwáyι'nι,"[[['ntso', 'stem'], 'obl'], [['burrachín', 'stem'], 'obl'], [['i', '3.icp'], ['thengi', 'stem'], ['thó', 'ila'], ['gwá', 'aqui'], [""yι'"", 'lim'], ['nι', 'dem'], 'v']]","[[['ntso', 'stem'], 'obl'], [['burrachín', 'stem'], 'obl'], [['i', '3.icp'], ['thengi', 'stem'], ['thó', 'ila'], ['gwá', 'aqui'], [""yι'"", 'lim'], ['nι', 'dem'], 'v']]",True,1.0
ya xo xayi mäkóséchá gok'μhkíhéyι'wi,"[[['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['mä', '1.pss'], ['kóséchá', 'stem'], 'n'], [['go', '1.pot'], [""k'μhkí"", 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['mä', '1.pss'], ['kóséchá', 'stem'], 'n'], [['go', '1.pot'], [""k'μhkí"", 'stem'], ['hé', 'pl.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo dítμmihé algo rι kóséchá ngú más khéyιwi,"[[['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tμmi', 'stem'], ['hé', 'pl.exc'], 'v'], [['algo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['kóséchá', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['khéyι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tμmi', 'stem'], ['hé', 'pl.exc'], 'v'], [['algo', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['kóséchá', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['más', 'stem'], 'obl'], [['khéyι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
pewi gamáyι' mihtsú mikhá rι mbιngwí,"[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['ga', '3.pls'], ['má', 'stem'], [""yι'"", 'lim'], 'v'], [['mihtsú', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['mbιngwí', 'stem'], 'obl']]","[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['ga', '3.pls'], ['má', 'stem'], [""yι'"", 'lim'], 'v'], [['mihtsú', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['rι', 'det'], 'det'], [['mbιngwí', 'stem'], 'obl']]",True,1.0
binina este máháxkhó nι rι 'wé'pa dámáchíxni té dámáchíxni ya xathó binina,"[[['bi', '3.cpl'], ['nina', 'stem'], 'v'], [['este', 'stem'], 'obl'], [['má', 'ctrf'], ['háxkhó', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], ['pa', 'mod'], 'unkwn'], [['dá', '1.icp'], ['má', 'ctrf'], ['chíxni', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['dá', '1.icp'], ['má', 'ctrf'], ['chíxni', 'stem'], 'v'], [['ya', 'stem'], 'cnj'], [['xathó', 'stem'], 'obl'], [['bi', '3.cpl'], ['nina', 'stem'], 'v']]","[[['bi', '3.cpl'], ['nina', 'stem'], 'v'], [['este', 'stem'], 'obl'], [['má', 'ctrf'], ['háxkhó', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], ['pa', 'mod'], 'unkwn'], [['dá', '1.icp'], ['má', 'ctrf'], ['chíxni', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['dá', '1.icp'], ['má', 'ctrf'], ['chíxni', 'stem'], 'v'], [['ya', 'stem'], 'cnj'], [['xathó', 'stem'], 'obl'], [['bi', '3.cpl'], ['nina', 'stem'], 'v']]",True,1.0
bité bité bingrándé bithótsithó k'ιrι t'μxúyι'wi,"[[['bi', '3.cpl'], ['té', 'stem'], 'v'], [['bi', '3.cpl'], ['té', 'stem'], 'v'], [['bi', '3.cpl'], ['ngrándé', 'stem'], 'v'], [['bi', '3.cpl'], ['thó', 'stem'], ['tsi', 'dim'], ['thó', 'ila'], 'v'], [[""k'ι"", 'dem'], ['rι', 'det'], 'n'], [[""t'μxú"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['bi', '3.cpl'], ['té', 'stem'], 'v'], [['bi', '3.cpl'], ['té', 'stem'], 'v'], [['bi', '3.cpl'], ['ngrándé', 'stem'], 'v'], [['bi', '3.cpl'], ['thó', 'stem'], ['tsi', 'dim'], ['thó', 'ila'], 'v'], [[""k'ι"", 'dem'], ['rι', 'det'], 'n'], [[""t'μxú"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
despwés ya desde k'ι rι momento ya k'ι ya híngi bényι'wi khá té bimáhhμ k'ι rι charoyι'wi,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['desde', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['momento', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['ya', 'stem'], 'cnj'], [['híngi', 'stem'], 'obl'], [['bén', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['khá', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['hμ', 'pl'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['desde', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['momento', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['ya', 'stem'], 'cnj'], [['híngi', 'stem'], 'obl'], [['bén', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['khá', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'stem'], ['h', 'lig'], ['hμ', 'pl'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
pe bik'atsi k'ι rι charo xo mindμgrandeché,"[[['pe', 'stem'], 'obl'], [['bi', '3.cpl'], [""k'atsi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'stem'], ['grande', 'stem'], ['ché', 'aum'], 'v']]","[[['pe', 'stem'], 'obl'], [['bi', '3.cpl'], [""k'atsi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'stem'], ['grande', 'stem'], ['ché', 'aum'], 'v']]",True,1.0
despwés xo bindondoyι'wi bindondowi,"[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ndondo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['ndondo', 'stem'], ['wi', 'prag'], 'v']]","[[['despwés', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ndondo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['ndondo', 'stem'], ['wi', 'prag'], 'v']]",True,1.0
despwés ya este binkhá komo las siete,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['siete', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['bi', '3.cpl'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['siete', 'stem'], 'obl']]",True,1.0
i despwés ya tagabényι' ya minkhá komo las sínko de la tardewi,"[[['i', 'stem'], 'cnj'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['ta', 'hasta'], ['ga', '3.pls'], ['bén', 'stem'], [""yι'"", 'lim'], 'v'], [['ya', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['sínko', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['la', 'stem'], 'obl'], [['tarde', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['i', 'stem'], 'cnj'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['ta', 'hasta'], ['ga', '3.pls'], ['bén', 'stem'], [""yι'"", 'lim'], 'v'], [['ya', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['nkhá', 'stem'], 'v'], [['komo', 'stem'], 'obl'], [['las', 'stem'], 'obl'], [['sínko', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['la', 'stem'], 'obl'], [['tarde', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
bihwegehμ este ná gamá ná ngwadí ná gamáma ná ngwadí,"[[['bi', '3.cpl'], ['hwege', 'stem'], ['hμ', 'pl'], 'v'], [['este', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['ngwadí', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'stem'], ['ma', 'dist'], 'v'], [['ná', 'stem'], 'obl'], [['ngwadí', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['hwege', 'stem'], ['hμ', 'pl'], 'v'], [['este', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['ngwadí', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'stem'], ['ma', 'dist'], 'v'], [['ná', 'stem'], 'obl'], [['ngwadí', 'stem'], 'obl']]",True,1.0
ya khó mibμ k'ι rι dongú tambrιbμ 'áché nik'ι,"[[['ya', 'stem'], 'cnj'], [['khó', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['bμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dongú', 'stem'], 'obl'], [['ta', 'hasta'], ['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['bμ', 'stem'], 'v'], [[""'á"", 'p.loc'], ['ché', 'aum'], 'unkwn'], [['ni', 'com'], [""k'ι"", 'dem'], 'unkwn']]","[[['ya', 'stem'], 'cnj'], [['khó', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['bμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dongú', 'stem'], 'obl'], [['ta', 'hasta'], ['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['bμ', 'stem'], 'v'], [[""'á"", 'p.loc'], ['ché', 'aum'], 'unkwn'], [['ni', 'com'], [""k'ι"", 'dem'], 'unkwn']]",True,1.0
despwés ya este kwando mbrι'óni ambówi xo este mihtsú kamáchét'μnbi rι karawi mihtsú kamátsí rιkhíwi,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['kwando', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'óni"", 'stem'], 'v'], [['a', 'stem'], ['mbó', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['mihtsú', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['ché', 'aum'], ['t', 'lig'], [""'μn"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], 'det'], [['kara', 'stem'], ['wi', 'prag'], 'unkwn'], [['mihtsú', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['rι', 'det'], ['khí', 'stem'], ['wi', 'prag'], 'n']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['kwando', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'óni"", 'stem'], 'v'], [['a', 'stem'], ['mbó', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['mihtsú', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['ché', 'aum'], ['t', 'lig'], [""'μn"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], 'det'], [['kara', 'stem'], ['wi', 'prag'], 'unkwn'], [['mihtsú', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['rι', 'det'], ['khí', 'stem'], ['wi', 'prag'], 'n']]",True,1.0
despwés ya xo este xo bit'onyι'wi to xi'μnk'iwi,"[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['t', 'lig'], [""'on"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['to', 'stem'], 'obl'], [['xi', '3.prf'], [""'μn"", 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]","[[['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['t', 'lig'], [""'on"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['to', 'stem'], 'obl'], [['xi', '3.prf'], [""'μn"", 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]",True,1.0
este khóthó nι es ke tóthógí k'ι k'ι rι chái,"[[['este', 'stem'], 'obl'], [['khóthó', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['es', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['tó', '1.prf'], ['thógí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['chái', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['khóthó', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['es', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['tó', '1.prf'], ['thógí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['chái', 'stem'], 'obl']]",True,1.0
mbrι'bμi ná rι ndμ'wé'ché pe mindμgrande k'ι rι 'wé',"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'bμi"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ndμ', 'mod'], [""'wé'"", 'stem'], ['ché', 'aum'], 'unkwn'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'stem'], ['grande', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""'bμi"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ndμ', 'mod'], [""'wé'"", 'stem'], ['ché', 'aum'], 'unkwn'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'stem'], ['grande', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]",True,1.0
mbrιk'ángi xi mbrιbot'i k'ι rι 'wé',"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""k'ángi"", 'stem'], 'v'], [['xi', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""bot'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""k'ángi"", 'stem'], 'v'], [['xi', 'stem'], 'cnj'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""bot'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'wé'"", 'stem'], 'obl']]",True,1.0
tókhμtsí pi mipesá ta yóho kilo despwés ya tókhμtsí 'wé',"[[['tó', '1.prf'], ['khμtsí', 'stem'], 'v'], [['pi', 'stem'], 'it'], [['m', 'psd'], ['i', '3.icp'], ['pesá', 'stem'], 'v'], [['ta', 'stem'], 'cnj'], [['yóho', 'stem'], 'obl'], [['kilo', 'stem'], 'obl'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['tó', '1.prf'], ['khμtsí', 'stem'], 'v'], [[""'wé'"", 'stem'], 'obl']]","[[['tó', '1.prf'], ['khμtsí', 'stem'], 'v'], [['pi', 'stem'], 'it'], [['m', 'psd'], ['i', '3.icp'], ['pesá', 'stem'], 'v'], [['ta', 'stem'], 'cnj'], [['yóho', 'stem'], 'obl'], [['kilo', 'stem'], 'obl'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['tó', '1.prf'], ['khμtsí', 'stem'], 'v'], [[""'wé'"", 'stem'], 'obl']]",True,1.0
este tó'íhiyι'wi tóñó madé parsela,"[[['este', 'stem'], 'obl'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['tó', '1.prf'], ['ñó', 'stem'], 'v'], [['madé', 'stem'], 'obl'], [['parsela', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['tó', '1.prf'], ['ñó', 'stem'], 'v'], [['madé', 'stem'], 'obl'], [['parsela', 'stem'], 'obl']]",True,1.0
wi ndánú xo ngu ndáenyι'wi bininawi,"[[['wi', 'stem'], 'obl'], [['n', 'psd'], ['dá', '1.icp'], ['nú', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['ngu', 'stem'], 'cnj'], [['n', 'psd'], ['dá', '1.icp'], ['en', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['nina', 'stem'], ['wi', 'prag'], 'v']]","[[['wi', 'stem'], 'obl'], [['n', 'psd'], ['dá', '1.icp'], ['nú', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['ngu', 'stem'], 'cnj'], [['n', 'psd'], ['dá', '1.icp'], ['en', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['nina', 'stem'], ['wi', 'prag'], 'v']]",True,1.0
xμtμ este despwés ya nodóeniyι' xo binátéthó takhagé bigμthó bité,"[[['xμtμ', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['no', 'med'], ['dó', '1.cpl'], ['eni', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ná', 'uno'], ['té', 'stem'], ['thó', 'ila'], 'v'], [['ta', 'hasta'], ['khagé', 'stem'], 'v'], [['bi', '3.cpl'], ['gμ', 'stem'], ['thó', 'ila'], 'v'], [['bi', '3.cpl'], ['té', 'stem'], 'v']]","[[['xμtμ', 'stem'], 'cnj'], [['este', 'stem'], 'obl'], [['despwés', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['no', 'med'], ['dó', '1.cpl'], ['eni', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ná', 'uno'], ['té', 'stem'], ['thó', 'ila'], 'v'], [['ta', 'hasta'], ['khagé', 'stem'], 'v'], [['bi', '3.cpl'], ['gμ', 'stem'], ['thó', 'ila'], 'v'], [['bi', '3.cpl'], ['té', 'stem'], 'v']]",True,1.0
xo bimánk'ixyι'wi bimát'μthéyι'wi,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], [""nk'ix"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], ['t', 'lig'], [""'μthé"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], [""nk'ix"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], ['t', 'lig'], [""'μthé"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo bimenk'ú bimenk'ú taxo bizoyι'wi,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['men', 'stem'], [""k'ú"", 'loc'], 'v'], [['bi', '3.cpl'], ['men', 'stem'], [""k'ú"", 'loc'], 'v'], [['ta', 'mod'], ['xo', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['zo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['men', 'stem'], [""k'ú"", 'loc'], 'v'], [['bi', '3.cpl'], ['men', 'stem'], [""k'ú"", 'loc'], 'v'], [['ta', 'mod'], ['xo', 'stem'], 'unkwn'], [['bi', '3.cpl'], ['zo', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
este xo bihniníyι'wi ya híminé ndizí rι hmí hí miné ndizí rι 'úwi,"[[['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['hniní', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ya', 'stem'], 'cnj'], [['hí', 'neg'], ['m', 'psd'], ['i', '3.icp'], ['né', 'stem'], 'v'], [['n', 'psd'], ['di', '3.icp.irr'], ['zí', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hmí', 'stem'], 'obl'], [['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['né', 'stem'], 'v'], [['n', 'psd'], ['di', '3.icp.irr'], ['zí', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'ú"", 'stem'], ['wi', 'prag'], 'unkwn']]","[[['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['hniní', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ya', 'stem'], 'cnj'], [['hí', 'neg'], ['m', 'psd'], ['i', '3.icp'], ['né', 'stem'], 'v'], [['n', 'psd'], ['di', '3.icp.irr'], ['zí', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hmí', 'stem'], 'obl'], [['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['né', 'stem'], 'v'], [['n', 'psd'], ['di', '3.icp.irr'], ['zí', 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'ú"", 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
bídá mitsμhμ k'ι rι charo mbμihμ bídá mitsμhμyι'wi,"[[['bídá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsμhμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['mbμi', 'stem'], ['hμ', 'pl'], 'v'], [['bídá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsμhμ', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bídá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsμhμ', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['charo', 'stem'], 'obl'], [['mbμi', 'stem'], ['hμ', 'pl'], 'v'], [['bídá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['tsμhμ', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
