frase,glosa predicha,glosa real,eq?,accuracy-score,
rι k'äníyι'wi gok'axiyι'wi,"[[['rι', 'det'], 'det'], [[""k'äní"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['go', '1.pot'], [""k'axi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['rι', 'det'], 'det'], [[""k'äní"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['go', '1.pot'], [""k'axi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
xo gehña k'ι ndimátsíyι'wik'ι,"[[['xo', 'stem'], 'cnj'], [['gehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['n', 'psd'], ['di', '3.icp.irr'], ['má', 'ctrf'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['gehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['n', 'psd'], ['di', '3.icp.irr'], ['má', 'ctrf'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1,
ya hin gosoportá nι rι bídawi,"[[['ya', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['go', '1.pot'], ['soportá', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['bída', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['ya', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['go', '1.pot'], ['soportá', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['bída', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1,
ya hin gohot'i,"[[['ya', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['go', '1.pot'], [""hot'i"", 'stem'], 'v']]","[[['ya', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['go', '1.pot'], [""hot'i"", 'stem'], 'v']]",True,1,
este datristegí,"[[['este', 'stem'], 'obl'], [['da', '3.pot'], ['triste', 'stem'], ['gí', '1.obj'], 'v']]","[[['este', 'stem'], 'obl'], [['da', '3.pot'], ['triste', 'stem'], ['gí', '1.obj'], 'v']]",True,1,
preferigí gopμn mängú,"[[['preferi', 'stem'], ['gí', '1.obj'], 'v'], [['go', '1.pot'], ['pμn', 'stem'], 'v'], [['mä', '1.pss'], ['ngú', 'stem'], 'n']]","[[['preferi', 'stem'], ['gí', '1.obj'], 'v'], [['go', '1.pot'], ['pμn', 'stem'], 'v'], [['mä', '1.pss'], ['ngú', 'stem'], 'n']]",True,1,
xo mehór xo dópμniι'wi,"[[['xo', 'stem'], 'cnj'], [['mehór', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pμni', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['mehór', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pμni', 'stem'], [""ι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
gantsohgí k'ι mäntsoyι,"[[['ga', '3.pls'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]","[[['ga', '3.pls'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]",True,1,
ya dóhón mäntsoyι,"[[['ya', 'stem'], 'cnj'], [['dó', '1.cpl'], ['hón', 'stem'], 'v'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]","[[['ya', 'stem'], 'cnj'], [['dó', '1.cpl'], ['hón', 'stem'], 'v'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]",True,1,
biodiagíhμ,"[[['bi', '3.cpl'], ['odia', 'stem'], ['gí', '1.obj'], ['hμ', 'pl'], 'v']]","[[['bi', '3.cpl'], ['odia', 'stem'], ['gí', '1.obj'], ['hμ', 'pl'], 'v']]",True,1,
hin drιpobreyι',"[[['hin', 'stem'], 'neg'], [['drι', '1.cnt'], ['pobre', 'stem'], [""yι'"", 'lim'], 'v']]","[[['hin', 'stem'], 'neg'], [['drι', '1.cnt'], ['pobre', 'stem'], [""yι'"", 'lim'], 'v']]",True,1,
ke dímenasáthóhμyι',"[[['ke', 'stem'], 'obl'], [['dí', '1.icp'], ['menasá', 'stem'], ['thó', 'ila'], ['hμ', 'pl'], [""yι'"", 'lim'], 'v']]","[[['ke', 'stem'], 'obl'], [['dí', '1.icp'], ['menasá', 'stem'], ['thó', 'ila'], ['hμ', 'pl'], [""yι'"", 'lim'], 'v']]",True,1,
ke dópε'ts'iyι' pe k'ι mäntsoyι,"[[['ke', 'stem'], 'obl'], [['dó', '1.cpl'], [""pε'ts'i"", 'stem'], [""yι'"", 'lim'], 'v'], [['pe', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]","[[['ke', 'stem'], 'obl'], [['dó', '1.cpl'], [""pε'ts'i"", 'stem'], [""yι'"", 'lim'], 'v'], [['pe', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ntsoyι', 'stem'], 'n']]",True,1,
migrande nι rι báthá,"[[['m', 'psd'], ['i', '3.icp'], ['grande', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['báthá', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['grande', 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['báthá', 'stem'], 'obl']]",True,1,
mitúhthó yι mbμhí,"[[['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [['mbμhí', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [['mbμhí', 'stem'], 'obl']]",True,1,
mikuhmari yι khäní,"[[['m', 'psd'], ['i', '3.icp'], ['kuhmari', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['kuhmari', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['khäní', 'stem'], 'obl']]",True,1,
ndítsíhé,"[[['n', 'psd'], ['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]","[[['n', 'psd'], ['dí', '1.icp'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]",True,1,
pe mikuhmarigíhé,"[[['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['kuhmari', 'stem'], ['gí', '1.obj'], ['hé', 'pl.exc'], 'v']]","[[['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['kuhmari', 'stem'], ['gí', '1.obj'], ['hé', 'pl.exc'], 'v']]",True,1,
gomákhóhé yι tsimoi,"[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['moi', 'stem'], 'unkwn']]","[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['moi', 'stem'], 'unkwn']]",True,1,
mbrιkwa 'á zábí,"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['kwa', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['zábí', 'stem'], 'obl']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], ['kwa', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['zábí', 'stem'], 'obl']]",True,1,
gomákhóhé yι ñúni,"[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['ñúni', 'stem'], 'obl']]","[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], ['hé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['ñúni', 'stem'], 'obl']]",True,1,
gomápéhmé yι k'äní,"[[['go', '1.pot'], ['má', 'ctrf'], ['pé', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [[""k'äní"", 'stem'], 'obl']]","[[['go', '1.pot'], ['má', 'ctrf'], ['pé', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [[""k'äní"", 'stem'], 'obl']]",True,1,
gomápéhmé yι k'äní,"[[['go', '1.pot'], ['má', 'ctrf'], ['pé', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [[""k'äní"", 'stem'], 'obl']]","[[['go', '1.pot'], ['má', 'ctrf'], ['pé', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [['yι', 'det.pl'], 'det'], [[""k'äní"", 'stem'], 'obl']]",True,1,
gomápohé gotsíhé,"[[['go', '1.pot'], ['má', 'ctrf'], ['po', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]","[[['go', '1.pot'], ['má', 'ctrf'], ['po', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]",True,1,
té gotsíhé,"[[['té', 'stem'], 'obl'], [['go', '1.pot'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]","[[['té', 'stem'], 'obl'], [['go', '1.pot'], ['tsí', 'stem'], ['hé', 'pl.exc'], 'v']]",True,1,
xo xayithóhó,"[[['xo', 'stem'], 'cnj'], [['xayi', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['xayi', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'unkwn']]",True,1,
gímátói,"[[['gí', '2.icp'], ['má', 'ctrf'], ['tói', 'stem'], 'v']]","[[['gí', '2.icp'], ['má', 'ctrf'], ['tói', 'stem'], 'v']]",True,1,
gíñóthó,"[[['gí', '2.icp'], ['ñó', 'stem'], ['thó', 'ila'], 'v']]","[[['gí', '2.icp'], ['ñó', 'stem'], ['thó', 'ila'], 'v']]",True,1,
xo binkhák'úyι',"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkhá', 'stem'], [""k'ú"", 'loc'], [""yι'"", 'lim'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkhá', 'stem'], [""k'ú"", 'loc'], [""yι'"", 'lim'], 'v']]",True,1,
bixihgíyι'wi,"[[['bi', '3.cpl'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bi', '3.cpl'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
bixihgíyι'wi,"[[['bi', '3.cpl'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bi', '3.cpl'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
kha gíné gotsíwí,"[[['kha', 'stem'], 'conj'], [['gí', '2.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]","[[['kha', 'stem'], 'conj'], [['gí', '2.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]",True,1,
dótsíbé k'ι rι hmíyι'wi gehña dómábé,"[[['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['hmí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['gehña', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['hmí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['gehña', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'stem'], ['bé', 'dual.exc'], 'v']]",True,1,
dó'ébéwi,"[[['dó', '1.cpl'], [""'é"", 'stem'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]","[[['dó', '1.cpl'], [""'é"", 'stem'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]",True,1,
pidómántsophówi,"[[['pi', 'it'], ['dó', '1.cpl'], ['má', 'ctrf'], ['ntsophó', 'stem'], ['wi', 'prag'], 'v']]","[[['pi', 'it'], ['dó', '1.cpl'], ['má', 'ctrf'], ['ntsophó', 'stem'], ['wi', 'prag'], 'v']]",True,1,
puro k'ι rι 'í gopεhní,"[[['puro', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'í"", 'stem'], 'obl'], [['go', '1.pot'], ['pεhní', 'stem'], 'v']]","[[['puro', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""'í"", 'stem'], 'obl'], [['go', '1.pot'], ['pεhní', 'stem'], 'v']]",True,1,
hina hín dómátsíbé,"[[['hina', 'stem'], 'neg'], [['hín', 'stem'], 'neg'], [['dó', '1.cpl'], ['má', 'ctrf'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['hina', 'stem'], 'neg'], [['hín', 'stem'], 'neg'], [['dó', '1.cpl'], ['má', 'ctrf'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]",True,1,
gomátsíwí,"[[['go', '1.pot'], ['má', 'ctrf'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]","[[['go', '1.pot'], ['má', 'ctrf'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]",True,1,
ha xo dómátsíbé,"[[['ha', 'stem'], 'aff'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['ha', 'stem'], 'aff'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]",True,1,
gínk'ιníwí hín gotsíwí,"[[['gí', '2.icp'], [""nk'ιní"", 'stem'], ['wí', 'dual'], 'v'], [['hín', 'stem'], 'neg'], [['go', '1.pot'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]","[[['gí', '2.icp'], [""nk'ιní"", 'stem'], ['wí', 'dual'], 'v'], [['hín', 'stem'], 'neg'], [['go', '1.pot'], ['tsí', 'stem'], ['wí', 'dual'], 'v']]",True,1,
'ó gíkháwí,"[[[""'ó"", 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['wí', 'dual'], 'v']]","[[[""'ó"", 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['wí', 'dual'], 'v']]",True,1,
xo dómámíbé nι rι kháni,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], ['mí', 'stem'], ['bé', 'dual.exc'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['kháni', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['má', 'ctrf'], ['mí', 'stem'], ['bé', 'dual.exc'], 'v'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['kháni', 'stem'], 'obl']]",True,1,
xo dótsíbé,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], ['bé', 'dual.exc'], 'v']]",True,1,
dadú k'ι yι tsikhäní,"[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['khäní', 'stem'], 'unkwn']]","[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['khäní', 'stem'], 'unkwn']]",True,1,
bμ yι búro,"[[['bμ', 'stem'], 'cnj'], [['yι', 'det.pl'], 'det'], [['búro', 'stem'], 'obl']]","[[['bμ', 'stem'], 'cnj'], [['yι', 'det.pl'], 'det'], [['búro', 'stem'], 'obl']]",True,1,
bμ khó'óyι' porke mitú búro níhí,"[[['bμ', 'stem'], 'cnj'], [[""khó'ó"", 'stem'], [""yι'"", 'lim'], 'v'], [['porke', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['búro', 'stem'], 'obl'], [['níhí', 'stem'], 'obl']]","[[['bμ', 'stem'], 'cnj'], [[""khó'ó"", 'stem'], [""yι'"", 'lim'], 'v'], [['porke', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['búro', 'stem'], 'obl'], [['níhí', 'stem'], 'obl']]",True,1,
mitú rι thúhú,"[[['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['thúhú', 'stem'], 'obl']]","[[['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['thúhú', 'stem'], 'obl']]",True,1,
dimμihyι'wiyι,"[[['di', '3.icp.irr'], ['mμi', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], ['yι', 'det.pl'], 'v']]","[[['di', '3.icp.irr'], ['mμi', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], ['yι', 'det.pl'], 'v']]",True,1,
mi'bμi k'ι rι nt'o mitúxi tsipobre,"[[['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""nt'o"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['túxi', 'stem'], 'v'], [['tsi', 'dim'], ['pobre', 'stem'], 'unkwn']]","[[['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""nt'o"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['túxi', 'stem'], 'v'], [['tsi', 'dim'], ['pobre', 'stem'], 'unkwn']]",True,1,
khon dadú koyι'wi,"[[['khon', 'stem'], 'neg'], [['da', '3.pot'], ['dú', 'stem'], 'v'], [['ko', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['khon', 'stem'], 'neg'], [['da', '3.pot'], ['dú', 'stem'], 'v'], [['ko', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1,
komo mipε'ts'i rι 'ámbre,"[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl']]","[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl']]",True,1,
dúnthí rι 'ámbre mipε'ts'i k'ι bigohí,"[[['dúnthí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['gohí', 'stem'], 'v']]","[[['dúnthí', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'ámbre"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['gohí', 'stem'], 'v']]",True,1,
bigohí,"[[['bi', '3.cpl'], ['gohí', 'stem'], 'v']]","[[['bi', '3.cpl'], ['gohí', 'stem'], 'v']]",True,1,
k'ι bimá bimá,"[[[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['má', 'stem'], 'v'], [['bi', '3.cpl'], ['má', 'stem'], 'v']]","[[[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['má', 'stem'], 'v'], [['bi', '3.cpl'], ['má', 'stem'], 'v']]",True,1,
xo bidú,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['dú', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['dú', 'stem'], 'v']]",True,1,
xo bimá,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], 'v']]",True,1,
xo mikhá ánmá riwélo ngú,"[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['ánmá', 'stem'], 'obl'], [['ri', '2.pss'], ['wélo', 'stem'], 'n'], [['ngú', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], 'v'], [['ánmá', 'stem'], 'obl'], [['ri', '2.pss'], ['wélo', 'stem'], 'n'], [['ngú', 'stem'], 'obl']]",True,1,
ná yenadito miñúdi,"[[['ná', 'stem'], 'obl'], [['yenadito', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñúdi', 'stem'], 'v']]","[[['ná', 'stem'], 'obl'], [['yenadito', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñúdi', 'stem'], 'v']]",True,1,
nkhák'ú,"[[['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",True,1,
dítsí yι xät'á,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [[""xät'á"", 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [[""xät'á"", 'stem'], 'obl']]",True,1,
dítsí yι chalaré,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['chalaré', 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['chalaré', 'stem'], 'obl']]",True,1,
dítsí yι hwá,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['hwá', 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['hwá', 'stem'], 'obl']]",True,1,
dítsí yι papa,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['papa', 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['papa', 'stem'], 'obl']]",True,1,
dítsí yι sopa,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['sopa', 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['sopa', 'stem'], 'obl']]",True,1,
dítsí yι aros,"[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['aros', 'stem'], 'obl']]","[[['dí', '1.icp'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['aros', 'stem'], 'obl']]",True,1,
desayuno xayi ni merienda,"[[['desayuno', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['ni', 'stem'], 'obl'], [['merienda', 'stem'], 'obl']]","[[['desayuno', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl'], [['ni', 'stem'], 'obl'], [['merienda', 'stem'], 'obl']]",True,1,
tóhpi ngé yι baile,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['ngé', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['baile', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['ngé', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['baile', 'stem'], 'obl']]",True,1,
tóhpi lapis,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['lapis', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['lapis', 'stem'], 'obl']]",True,1,
tóhpi kwaderno,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['kwaderno', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['kwaderno', 'stem'], 'obl']]",True,1,
tóhpi kúbeta,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['kúbeta', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['kúbeta', 'stem'], 'obl']]",True,1,
tóhpi xerga,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['xerga', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['xerga', 'stem'], 'obl']]",True,1,
tóhpi koperasión ngé rι eskwéla,"[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['koperasión', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]","[[['tó', '1.prf'], ['hpi', 'stem'], 'v'], [['koperasión', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]",True,1,
por koperasión xiñäntsi rι eskwéla,"[[['por', 'stem'], 'obl'], [['koperasión', 'stem'], 'obl'], [['xi', '3.prf'], ['ñäntsi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]","[[['por', 'stem'], 'obl'], [['koperasión', 'stem'], 'obl'], [['xi', '3.prf'], ['ñäntsi', 'stem'], 'v'], [['rι', 'det'], 'det'], [['eskwéla', 'stem'], 'obl']]",True,1,
pe ná rι pobre xo xayi,"[[['pe', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['pobre', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['pobre', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['xayi', 'stem'], 'obl']]",True,1,
