frase,glosa predicha,glosa real,eq?,accuracy-score
ma kamátéyι'k'ι,"[[['ma', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['té', 'stem'], [""yι'"", 'lim'], [""k'ι"", 'dem'], 'v']]","[[['ma', 'stem'], 'obl'], [['ka', '3.pls'], ['má', 'ctrf'], ['té', 'stem'], [""yι'"", 'lim'], [""k'ι"", 'dem'], 'v']]",True,1.0
xo phädi pí bintúwí,"[[['xo', 'stem'], 'cnj'], [['phädi', 'stem'], 'v'], [['pí', 'stem'], 'obl'], [['bi', '3.cpl'], ['ntú', 'stem'], ['wí', 'dual'], 'v']]","[[['xo', 'stem'], 'cnj'], [['phädi', 'stem'], 'v'], [['pí', 'stem'], 'obl'], [['bi', '3.cpl'], ['ntú', 'stem'], ['wí', 'dual'], 'v']]",True,1.0
phädi pí té gantúwí,"[[['phädi', 'stem'], 'v'], [['pí', 'stem'], 'obl'], [['té', 'stem'], 'obl'], [['ga', '3.pls'], ['ntú', 'stem'], ['wí', 'dual'], 'v']]","[[['phädi', 'stem'], 'v'], [['pí', 'stem'], 'obl'], [['té', 'stem'], 'obl'], [['ga', '3.pls'], ['ntú', 'stem'], ['wí', 'dual'], 'v']]",True,1.0
xo biyet'éyι'wi,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""yet'é"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""yet'é"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
biyet'éyι'wi,"[[['bi', '3.cpl'], [""yet'é"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['bi', '3.cpl'], [""yet'é"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo bitsó k'ι k'ι rι óthéyι'wi,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óthé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['óthé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
hingi yι bohoi yι dé'idéhé k'ι bithégé,"[[['hingi', 'stem'], 'neg'], [['yι', 'det.pl'], 'det'], [['bohoi', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [[""dé'idé"", 'stem'], ['hé', 'pl.exc'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['thégé', 'stem'], 'v']]","[[['hingi', 'stem'], 'neg'], [['yι', 'det.pl'], 'det'], [['bohoi', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [[""dé'idéhé"", 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], ['thégé', 'stem'], 'v']]",False,0.9375
komo miñú k'ι rι déhé níhí,"[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dé', 'stem'], ['hé', 'pl.exc'], 'obl'], [['níhí', 'stem'], 'obl']]","[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['déhé', 'stem'], 'obl'], [['níhí', 'stem'], 'obl']]",False,0.9047619047619048
k'ι rι tío xo bigäi,"[[[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tío', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['gäi', 'stem'], 'v']]","[[[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tío', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['gäi', 'stem'], 'v']]",True,1.0
bimágμx ntsothó,"[[['bi', '3.cpl'], ['má', 'ctrf'], ['gμx', 'stem'], 'v'], [['ntsothó', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['má', 'ctrf'], ['gμx', 'stem'], 'v'], [['ntsothó', 'stem'], 'obl']]",True,1.0
xo bitsμdí,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsμdí', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsμdí', 'stem'], 'v']]",True,1.0
bidμt'í k'ι nι,"[[['bi', '3.cpl'], [""dμt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'dem'], 'dem']]","[[['bi', '3.cpl'], [""dμt'í"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['nι', 'stem'], 'dem']]",False,0.8333333333333334
komo biyet'é biyent'iι' déhéyι'wi,"[[['komo', 'stem'], 'obl'], [['bi', '3.cpl'], [""yet'é"", 'stem'], 'v'], [['bi', '3.cpl'], [""yent'i"", 'stem'], [""ι'"", 'lim'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['komo', 'stem'], 'obl'], [['bi', '3.cpl'], [""yet'é"", 'stem'], 'v'], [['bi', '3.cpl'], [""yent'i"", 'stem'], [""ι'"", 'lim'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
rι yóndiyι'wi k'ι rι ñúndiι',"[[['rι', 'det'], 'det'], [['yóndi', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ñúndi', 'stem'], [""ι'"", 'lim'], 'unkwn']]","[[['rι', 'det'], 'det'], [['yó', 'stem'], ['ndi', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['ñú', 'stem'], ['ndi', 'stem'], [""ι'"", 'lim'], 'unkwn']]",False,0.9166666666666666
dómániníbé yι phání,"[[['dó', '1.cpl'], ['má', 'ctrf'], ['niní', 'stem'], ['bé', 'dual.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl']]","[[['dó', '1.cpl'], ['má', 'ctrf'], ['niní', 'stem'], ['bé', 'dual.exc'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl']]",True,1.0
gégé xo bi'íniwí k'ι rι prima khwé,"[[['gégé', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'íni"", 'stem'], ['wí', 'dual'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'n'], [['prima', 'stem'], 'obl'], [['khwé', 'stem'], 'obl']]","[[['gégé', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'íni"", 'stem'], ['wí', 'dual'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', '3.pss'], 'n'], [['prima', 'stem'], 'obl'], [['khwé', 'stem'], 'obl']]",False,0.9285714285714286
este bi'íniwí,"[[['este', 'stem'], 'obl'], [['bi', '3.cpl'], [""'íni"", 'stem'], ['wí', 'dual'], 'v']]","[[['este', 'stem'], 'obl'], [['bi', '3.cpl'], [""'íni"", 'stem'], ['wí', 'dual'], 'v']]",True,1.0
ya bimátsihkí,"[[['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], ['tsihkí', 'stem'], 'v']]","[[['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], ['tsihkí', 'stem'], 'v']]",True,1.0
ndrιmámíhkóhé,"[[['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['mí', 'stem'], ['h', 'lig'], ['kó', '2'], ['hé', 'pl.exc'], 'v']]","[[['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['mí', 'stem'], ['h', 'lig'], ['kó', '2'], ['hé', 'pl.exc'], 'v']]",True,1.0
ndrιmánúhé rι telebisión,"[[['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['nú', 'stem'], ['hé', 'pl.exc'], 'v'], [['rι', 'det'], 'det'], [['tele', 'stem'], ['bi', '3.cpl'], ['sión', 'stem'], 'obl']]","[[['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['nú', 'stem'], ['hé', 'pl.exc'], 'v'], [['rι', 'det'], 'det'], [['telebisión', 'stem'], 'obl']]",False,0.8636363636363636
ya mbimátsihkíyι',"[[['ya', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['má', 'ctrf'], ['tsihkí', 'stem'], [""yι'"", 'lim'], 'v']]","[[['ya', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['má', 'ctrf'], ['tsihkí', 'stem'], [""yι'"", 'lim'], 'v']]",True,1.0
xo bitsó déhéyι'winι,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], ['nι', 'dem'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], ['nι', 'dem'], 'unkwn']]",True,1.0
xo bix tó'íhiyι'wi xo dótsíyι'wi,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['x', 'stem'], 'cnj'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bix', 'stem'], 'cnj'], [['tó', '1.prf'], [""'íhi"", 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",False,0.8928571428571429
pi xo gochixyι' porke xo bitsó déhéyι' xo,"[[['pi', 'it'], 'it'], [['xo', 'stem'], 'cnj'], [['go', '1.pot'], ['chix', 'stem'], [""yι'"", 'lim'], 'v'], [['porke', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj']]","[[['pi', 'stem'], 'it'], [['xo', 'stem'], 'cnj'], [['go', '1.pot'], ['chix', 'stem'], [""yι'"", 'lim'], 'v'], [['porke', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['déhé', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj']]",False,0.9411764705882353
dóngamí k'ι yι dáhtú xo dótsíyι'wi,"[[['dó', '1.cpl'], ['ngamí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['dáhtú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['dó', '1.cpl'], ['ngamí', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['dáhtú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo komo xobitsó té wahiétéyι'wi,"[[['xo', 'stem'], 'cnj'], [['komo', 'stem'], 'obl'], [['xo', 'stem'], ['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['wahiété', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['komo', 'stem'], 'obl'], [['xo', 'pues'], ['bi', '3.cpl'], ['tsó', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['wa', '1.cpl.irr'], ['hiété', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",False,0.8148148148148148
ta ya ndrιmá'bμi nι ngú k'ι rι tío,"[[['ta', 'stem'], 'cnj'], [['ya', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], [""'bμi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tío', 'stem'], 'obl']]","[[['ta', 'stem'], 'cnj'], [['ya', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], [""'bμi"", 'stem'], 'v'], [['nι', 'stem'], 'dem'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tío', 'stem'], 'obl']]",True,1.0
xo dótsíyι'wi,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tsí', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
bμ ndóté mindμ'íngí k'ι mätá,"[[['bμ', 'stem'], 'cnj'], [['ndóté', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], [""'ín"", 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tá', 'stem'], 'n']]","[[['bμ', 'stem'], 'cnj'], [['n', 'psd'], ['dó', '1.cpl'], ['té', 'stem'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], [""'ín"", 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tá', 'stem'], 'n']]",False,0.8333333333333334
bastante mindμ'íngí k'ι mätá,"[[['bastante', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], [""'ín"", 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tá', 'stem'], 'n']]","[[['bastante', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], [""'ín"", 'stem'], ['gí', '1.obj'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tá', 'stem'], 'n']]",True,1.0
siempre gwapεphí,"[[['siempre', 'stem'], 'obl'], [['gwa', '1.icp.irr'], ['pεphí', 'stem'], 'v']]","[[['siempre', 'stem'], 'obl'], [['gwa', '1.icp.irr'], ['pεphí', 'stem'], 'v']]",True,1.0
mbrιzo' bμ hina mindμpihierιkwé,"[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""zo'"", 'stem'], 'v'], [['bμ', 'stem'], 'cnj'], [['hina', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], ['pihie', 'stem'], ['rι', 'det'], ['kwé', 'stem'], 'v']]","[[['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""zo'"", 'stem'], 'v'], [['bμ', 'stem'], 'cnj'], [['hina', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ndμ', 'muy'], ['pihierιkwé', 'stem'], 'v']]",False,0.8928571428571429
gomá gomákhó rι páxí,"[[['go', '1.pot'], ['má', 'stem'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl']]","[[['go', '1.pot'], ['má', 'stem'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl']]",True,1.0
gomákhó rι phóphání,"[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['phóphání', 'stem'], 'unkwn']]","[[['go', '1.pot'], ['má', 'ctrf'], ['khó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['phó', 'stem'], ['phání', 'stem'], 'unkwn']]",False,0.9411764705882353
gomátú rι páxí 'á níhí ngehña k'ι yι ndäniyι'wi yι pasturayι'wi,"[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['níhí', 'stem'], 'obl'], [['ngehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['pastura', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['páxí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['níhí', 'stem'], 'obl'], [['ngehña', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['ndäni', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn'], [['yι', 'det.pl'], 'det'], [['pastura', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
gomátúyι'k'ι,"[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], [""yι'"", 'lim'], [""k'ι"", 'dem'], 'v']]","[[['go', '1.pot'], ['má', 'ctrf'], ['tú', 'stem'], [""yι'"", 'lim'], [""k'ι"", 'dem'], 'v']]",True,1.0
despwés dazμhμ dadót'i ná ndμ montón,"[[['despwés', 'stem'], 'obl'], [['da', '3.pot'], ['zμhμ', 'stem'], 'v'], [['da', '3.pot'], [""dót'i"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['ndμ', 'muy'], 'cnj'], [['montón', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['da', '3.pot'], ['zμhμ', 'stem'], 'v'], [['da', '3.pot'], [""dót'i"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['ndμ', 'stem'], 'cnj'], [['montón', 'stem'], 'obl']]",False,0.9032258064516129
entonses xo ndi'bμi kontentoyι'wi,"[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['n', 'psd'], ['di', '3.icp.irr'], [""'bμi"", 'stem'], 'v'], [['kontento', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]","[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['n', 'psd'], ['di', '3.icp.irr'], [""'bμi"", 'stem'], 'v'], [['kontento', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'unkwn']]",True,1.0
inúwi hina yι' xo datsμhgí mihtsú da'μngíyι'wi,"[[['inú', 'stem'], ['wi', 'prag'], 'v'], [['hina', 'stem'], 'neg'], [[""yι'"", 'lim'], 'lim'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['tsμ', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['htsú', 'stem'], 'obl'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['i', '3.icp'], ['nú', 'stem'], ['wi', 'prag'], 'v'], [['hina', 'stem'], 'neg'], [[""yι'"", 'stem'], 'lim'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['tsμ', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['mihtsú', 'stem'], 'obl'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",False,0.8
daguhmarigíyι'wi,"[[['da', '3.pot'], ['guhmari', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['da', '3.pot'], ['guhmari', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
k'ι mämaméyι' díyóbéyι' mihtsú gamá'íngíbé díyóbéyι'wi k'ι,"[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['mamé', 'stem'], [""yι'"", 'lim'], 'n'], [['dí', '1.icp'], ['yó', 'stem'], ['bé', 'dual.exc'], [""yι'"", 'lim'], 'v'], [['m', 'psd'], ['i', '3.icp'], ['htsú', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'ctrf'], [""'ín"", 'stem'], ['gí', '1.obj'], ['bé', 'dual.exc'], 'v'], [['dí', '1.icp'], ['yó', 'stem'], ['bé', 'dual.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [[""k'ι"", 'dem'], 'dem']]","[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['mamé', 'stem'], [""yι'"", 'lim'], 'n'], [['dí', '1.icp'], ['yó', 'stem'], ['bé', 'dual.exc'], [""yι'"", 'lim'], 'v'], [['mihtsú', 'stem'], 'obl'], [['ga', '3.pls'], ['má', 'ctrf'], [""'ín"", 'stem'], ['gí', '1.obj'], ['bé', 'dual.exc'], 'v'], [['dí', '1.icp'], ['yó', 'stem'], ['bé', 'dual.exc'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [[""k'ι"", 'stem'], 'dem']]",False,0.8846153846153846
entonses xo dazμhμyι' k'ι mäpahpá,"[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['zμ', 'stem'], ['hμ', 'pl'], [""yι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]","[[['entonses', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['zμhμ', 'stem'], [""yι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]",False,0.9310344827586207
danínk'ι,"[[['da', '3.pot'], ['nín', 'stem'], [""k'ι"", 'dem'], 'v']]","[[['da', '3.pot'], ['nín', 'stem'], [""k'ι"", 'dem'], 'v']]",True,1.0
este hin díné gok'ask'iwi,"[[['este', 'stem'], 'obl'], [['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], [""k'ask'i"", 'stem'], ['wi', 'prag'], 'v']]","[[['este', 'stem'], 'obl'], [['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], [""k'as"", 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]",False,0.8636363636363636
hin díné gonpuk'iwi,"[[['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], [""npuk'i"", 'stem'], ['wi', 'prag'], 'v']]","[[['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], ['npu', 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]",False,0.8235294117647058
hin díné gok'atsik'iwi,"[[['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], [""k'atsi"", 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]","[[['hin', 'stem'], 'neg'], [['dí', '1.icp'], ['né', 'stem'], 'v'], [['go', '1.pot'], [""k'atsi"", 'stem'], [""k'i"", '2.obj'], ['wi', 'prag'], 'v']]",True,1.0
phädi té ga té dípásé,"[[['phädi', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['ga', '3.pls'], 'gen'], [['té', 'stem'], 'obl'], [['dí', '1.icp'], ['pásé', 'stem'], 'v']]","[[['phädi', 'stem'], 'v'], [['té', 'stem'], 'obl'], [['ga', 'stem'], 'gen'], [['té', 'stem'], 'obl'], [['dí', '1.icp'], ['pásé', 'stem'], 'v']]",False,0.8823529411764706
'ó dínkhák'ú,"[[[""'ó"", 'stem'], 'obl'], [['dí', '1.icp'], ['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[[""'ó"", 'stem'], 'obl'], [['dí', '1.icp'], ['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",True,1.0
xo daníngíbéwi,"[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['nín', 'stem'], ['gí', '1.obj'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['nín', 'stem'], ['gí', '1.obj'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]",True,1.0
pe xo go'imbí peté díkhákibéwi,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['go', '1.pot'], [""'imbí"", 'stem'], 'v'], [['peté', 'stem'], 'unkwn'], [['dí', '1.icp'], ['kháki', 'stem'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['go', '1.pot'], [""'imbí"", 'stem'], 'v'], [['pe', 'stem'], ['té', 'stem'], 'unkwn'], [['dí', '1.icp'], ['khá', 'stem'], ['ki', '3.obj'], ['bé', 'dual.exc'], ['wi', 'prag'], 'v']]",False,0.8846153846153846
dí'ιtékihéwi,"[[['dí', '1.icp'], [""'ιtéki"", 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]","[[['dí', '1.icp'], [""'ιté"", 'stem'], ['ki', '3.obj'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]",False,0.8333333333333334
kon ke ngú drιpähyι'wi ngú xo díkháhé k'ι rι mándádó,"[[['kon', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['drι', '1.cnt'], ['pä', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ngú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['khá', 'stem'], ['hé', 'pl.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mándá', 'stem'], ['dó', '1.cpl'], 'obl']]","[[['kon', 'stem'], 'obl'], [['ke', 'stem'], 'obl'], [['ngú', 'stem'], 'obl'], [['drι', '1.cnt'], ['pä', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ngú', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['khá', 'stem'], ['hé', 'pl.exc'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mándádó', 'stem'], 'obl']]",False,0.9534883720930233
